invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I174403,C200628,Female,31,Books,4,60.6,Credit Card,27/12/2021,Istinye Park
I254308,C175643,Female,57,Books,3,45.45,Cash,30/07/2022,Viaport Outlet
I737010,C863548,Male,45,Clothing,2,600.16,Cash,12/3/2021,Mall of Istanbul
I652903,C250937,Female,47,Cosmetics,1,40.66,Debit Card,15/02/2022,Metropol AVM
I142991,C190324,Male,60,Food & Beverage,5,26.15,Credit Card,30/08/2022,Emaar Square Mall
I797773,C465624,Female,34,Cosmetics,2,81.32,Credit Card,4/3/2022,Forum Istanbul
I439566,C229618,Female,29,Clothing,3,900.24,Debit Card,11/12/2021,Kanyon
I200691,C454509,Female,55,Clothing,2,600.16,Cash,28/09/2022,Cevahir AVM
I625280,C105931,Female,19,Cosmetics,2,81.32,Credit Card,30/08/2021,Mall of Istanbul
I122659,C186236,Female,38,Food & Beverage,3,15.69,Cash,16/11/2022,Metrocity
I163346,C262891,Female,54,Shoes,4,2400.68,Cash,28/03/2022,Viaport Outlet
I289646,C118150,Female,60,Food & Beverage,2,10.46,Cash,11/8/2021,Metropol AVM
I510967,C251269,Female,39,Clothing,5,1500.4,Credit Card,22/03/2021,Mall of Istanbul
I347154,C538341,Female,55,Clothing,1,300.08,Credit Card,25/01/2022,Forum Istanbul
I274016,C798416,Female,56,Shoes,2,1200.34,Debit Card,1/6/2022,Viaport Outlet
I292178,C420281,Male,49,Food & Beverage,3,15.69,Debit Card,12/1/2022,Kanyon
I154449,C267312,Female,54,Technology,2,2100,Cash,11/10/2021,Zorlu Center
I621242,C277427,Female,24,Clothing,2,600.16,Debit Card,27/04/2022,Kanyon
I278543,C355088,Female,57,Clothing,3,900.24,Debit Card,23/05/2022,Kanyon
I280788,C226083,Male,68,Food & Beverage,5,26.15,Cash,21/02/2023,Mall of Istanbul
I280589,C313649,Male,62,Shoes,3,1800.51,Debit Card,20/12/2022,Metropol AVM
I194630,C284973,Female,23,Food & Beverage,2,10.46,Cash,3/4/2022,Kanyon
I158161,C288747,Female,35,Toys,4,143.36,Debit Card,3/10/2021,Cevahir AVM
I995483,C132306,Female,59,Clothing,4,1200.32,Cash,28/01/2022,Mall of Istanbul
I624337,C179020,Female,32,Souvenir,1,11.73,Cash,3/9/2021,Metrocity
I119487,C211369,Male,68,Souvenir,5,58.65,Debit Card,23/07/2021,Kanyon
I104720,C298406,Female,58,Cosmetics,3,121.98,Debit Card,2/2/2022,Cevahir AVM
I877199,C295877,Male,34,Food & Beverage,3,15.69,Credit Card,16/11/2022,Metrocity
I212668,C232663,Male,66,Shoes,3,1800.51,Cash,20/11/2021,Mall of Istanbul
I237365,C124974,Male,50,Shoes,3,1800.51,Debit Card,26/07/2021,Istinye Park
I791717,C163895,Female,50,Cosmetics,2,81.32,Credit Card,6/2/2023,Mall of Istanbul
I221790,C372133,Female,69,Clothing,2,600.16,Cash,7/6/2022,Kanyon
I143970,C217627,Female,23,Clothing,2,600.16,Credit Card,16/07/2022,Istinye Park
I102946,C182144,Female,62,Clothing,3,900.24,Cash,30/11/2022,Viaport Outlet
I410676,C243096,Male,19,Clothing,2,600.16,Cash,16/06/2021,Metrocity
I473088,C809374,Female,58,Clothing,3,900.24,Credit Card,18/11/2022,Cevahir AVM
I246187,C316356,Male,49,Toys,5,179.2,Cash,2/2/2021,Mall of Istanbul
I208557,C295837,Female,69,Food & Beverage,3,15.69,Cash,18/08/2022,Viaport Outlet
I336306,C186050,Female,42,Clothing,2,600.16,Cash,10/11/2022,Forum Istanbul
I624064,C226580,Male,58,Clothing,2,600.16,Cash,7/3/2022,Istinye Park
I326305,C132025,Female,49,Technology,3,3150,Cash,2/2/2023,Istinye Park
I318763,C189202,Male,40,Cosmetics,1,40.66,Cash,21/02/2021,Metrocity
I160884,C128044,Male,32,Clothing,4,1200.32,Credit Card,19/02/2021,Metrocity
I180170,C170472,Female,49,Shoes,2,1200.34,Credit Card,9/9/2021,Zorlu Center
I295476,C339527,Female,26,Books,5,75.75,Debit Card,2/8/2022,Zorlu Center
I229290,C328733,Male,60,Food & Beverage,1,5.23,Cash,7/7/2021,Zorlu Center
I288318,C419781,Female,30,Clothing,1,300.08,Credit Card,7/11/2021,Mall of Istanbul
I385462,C254303,Male,24,Books,1,15.15,Cash,16/12/2021,Metrocity
I263820,C123231,Female,23,Food & Beverage,4,20.92,Cash,22/01/2021,Istinye Park
I670895,C622796,Male,21,Shoes,5,3000.85,Cash,13/02/2023,Mall of Istanbul
I233641,C165217,Male,55,Clothing,1,300.08,Cash,14/05/2022,Mall of Istanbul
I955657,C150501,Female,58,Technology,5,5250,Cash,10/9/2021,Kanyon
I255863,C992571,Female,64,Clothing,4,1200.32,Cash,11/3/2022,Emaar Square Mall
I334718,C689439,Female,43,Clothing,3,900.24,Cash,22/06/2022,Istinye Park
I246130,C271111,Female,43,Books,1,15.15,Cash,22/07/2022,Emaar Square Mall
I317493,C282362,Female,32,Clothing,3,900.24,Cash,12/10/2021,Forum Istanbul
I318340,C216384,Male,50,Food & Beverage,3,15.69,Credit Card,20/07/2021,Mall of Istanbul
I304613,C313523,Male,48,Food & Beverage,3,15.69,Cash,31/05/2022,Istinye Park
I169484,C952149,Male,31,Clothing,4,1200.32,Cash,4/7/2022,Mall of Istanbul
I313015,C106338,Female,61,Toys,5,179.2,Cash,18/06/2022,Istinye Park
I243489,C245547,Male,59,Clothing,2,600.16,Cash,20/10/2021,Zorlu Center
I176591,C225760,Female,40,Clothing,2,600.16,Debit Card,20/01/2021,Kanyon
I309016,C690234,Female,44,Toys,3,107.52,Debit Card,31/03/2021,Zorlu Center
I132745,C135226,Female,40,Cosmetics,2,81.32,Cash,26/04/2021,Cevahir AVM
I196907,C777282,Male,28,Cosmetics,3,121.98,Credit Card,5/1/2021,Emaar Square Mall
I327708,C974024,Male,38,Cosmetics,1,40.66,Credit Card,9/6/2022,Metropol AVM
I260217,C871912,Female,64,Food & Beverage,1,5.23,Credit Card,5/2/2021,Mall of Istanbul
I771975,C242565,Male,56,Toys,3,107.52,Debit Card,16/10/2021,Istinye Park
I264531,C755357,Female,64,Toys,1,35.84,Cash,20/07/2021,Kanyon
I119513,C179032,Female,64,Clothing,5,1500.4,Cash,4/7/2021,Istinye Park
I174323,C330331,Male,44,Cosmetics,4,162.64,Cash,26/09/2022,Metrocity
I701249,C133453,Female,20,Toys,2,71.68,Cash,3/11/2022,Kanyon
I336015,C197828,Female,56,Food & Beverage,5,26.15,Credit Card,17/11/2022,Forum Istanbul
I302316,C250370,Female,21,Technology,3,3150,Cash,11/7/2021,Emaar Square Mall
I130421,C302055,Female,64,Clothing,2,600.16,Cash,6/9/2021,Kanyon
I751665,C910451,Female,43,Clothing,1,300.08,Debit Card,5/10/2021,Kanyon
I921955,C304969,Female,65,Shoes,4,2400.68,Credit Card,8/1/2023,Kanyon
I394723,C338632,Male,61,Shoes,1,600.17,Cash,21/04/2022,Emaar Square Mall
I160238,C250856,Male,47,Clothing,3,900.24,Credit Card,26/01/2021,Forum Istanbul
I275007,C259969,Male,61,Clothing,2,600.16,Cash,9/9/2022,Metrocity
I398424,C219522,Female,50,Books,4,60.6,Credit Card,10/9/2022,Istinye Park
I341447,C212503,Male,52,Cosmetics,5,203.3,Credit Card,17/04/2022,Mall of Istanbul
I185951,C543821,Female,27,Cosmetics,1,40.66,Credit Card,14/02/2022,Kanyon
I187282,C298018,Female,38,Clothing,2,600.16,Credit Card,9/4/2022,Cevahir AVM
I149783,C323635,Female,50,Cosmetics,3,121.98,Cash,5/6/2022,Kanyon
I162745,C271399,Male,65,Clothing,4,1200.32,Credit Card,19/03/2022,Emaar Square Mall
I138575,C215202,Male,37,Food & Beverage,4,20.92,Cash,24/07/2021,Forum Istanbul
I946288,C196547,Female,48,Toys,2,71.68,Cash,6/1/2023,Metrocity
I127334,C273074,Female,39,Clothing,2,600.16,Credit Card,18/02/2023,Kanyon
I954361,C773616,Female,39,Cosmetics,2,81.32,Credit Card,3/9/2022,Viaport Outlet
I265133,C147416,Female,49,Clothing,2,600.16,Credit Card,15/01/2023,Metropol AVM
I271083,C292000,Female,60,Clothing,3,900.24,Cash,4/10/2021,Metrocity
I325709,C123489,Female,22,Books,2,30.3,Debit Card,15/02/2022,Mall of Istanbul
I340110,C229229,Male,24,Toys,2,71.68,Cash,23/08/2022,Kanyon
I660772,C482757,Female,29,Cosmetics,3,121.98,Debit Card,28/12/2022,Kanyon
I268128,C101991,Female,66,Clothing,5,1500.4,Credit Card,11/5/2021,Metropol AVM
I122436,C295602,Male,39,Clothing,5,1500.4,Debit Card,18/07/2021,Viaport Outlet
I216633,C323255,Female,23,Clothing,3,900.24,Cash,26/12/2022,Metrocity
I118493,C130322,Female,22,Clothing,5,1500.4,Cash,18/10/2022,Metropol AVM
I122475,C228574,Male,50,Clothing,2,600.16,Cash,21/07/2021,Metrocity
I256502,C553955,Male,50,Clothing,1,300.08,Cash,6/1/2023,Metropol AVM
I101509,C416542,Female,48,Food & Beverage,2,10.46,Cash,23/04/2022,Istinye Park
I521490,C747440,Female,48,Technology,5,5250,Credit Card,3/2/2023,Metrocity
I810994,C954841,Female,67,Souvenir,3,35.19,Credit Card,24/07/2022,Istinye Park
I178085,C224255,Male,19,Cosmetics,1,40.66,Debit Card,30/04/2022,Metropol AVM
I142029,C126824,Male,48,Food & Beverage,4,20.92,Debit Card,7/5/2022,Zorlu Center
I121293,C247501,Female,69,Toys,4,143.36,Cash,22/10/2021,Kanyon
I222584,C287303,Female,49,Toys,3,107.52,Credit Card,5/1/2023,Metropol AVM
I871458,C870609,Female,54,Souvenir,3,35.19,Cash,25/02/2022,Istinye Park
I138528,C982815,Female,35,Souvenir,3,35.19,Credit Card,24/02/2021,Viaport Outlet
I275070,C167554,Male,56,Souvenir,4,46.92,Cash,5/4/2021,Metropol AVM
I561334,C626314,Female,61,Clothing,4,1200.32,Cash,19/10/2022,Mall of Istanbul
I253234,C249680,Male,52,Cosmetics,1,40.66,Cash,11/6/2021,Metropol AVM
I192897,C143609,Female,20,Clothing,3,900.24,Cash,4/2/2022,Kanyon
I438185,C185942,Male,39,Toys,2,71.68,Cash,25/05/2021,Kanyon
I840411,C301139,Female,57,Food & Beverage,4,20.92,Debit Card,7/3/2021,Metrocity
I952652,C300449,Female,58,Shoes,3,1800.51,Cash,24/10/2021,Mall of Istanbul
I389711,C180387,Female,48,Toys,4,143.36,Debit Card,8/7/2022,Kanyon
I153783,C223543,Female,39,Cosmetics,3,121.98,Cash,21/11/2021,Mall of Istanbul
I288737,C203317,Female,43,Food & Beverage,4,20.92,Debit Card,29/07/2022,Kanyon
I134669,C455743,Male,32,Cosmetics,5,203.3,Cash,25/03/2021,Metrocity
I294277,C786871,Female,23,Clothing,4,1200.32,Cash,21/10/2021,Forum Istanbul
I182991,C295481,Male,47,Clothing,4,1200.32,Cash,17/01/2023,Viaport Outlet
I165552,C216567,Female,52,Shoes,5,3000.85,Credit Card,31/07/2021,Mall of Istanbul
I945263,C174906,Female,37,Food & Beverage,3,15.69,Cash,11/8/2021,Forum Istanbul
I224886,C336762,Female,38,Toys,4,143.36,Debit Card,24/02/2023,Zorlu Center
I102735,C662013,Female,55,Shoes,4,2400.68,Debit Card,22/02/2023,Zorlu Center
I361826,C175997,Male,30,Clothing,3,900.24,Debit Card,31/03/2021,Mall of Istanbul
I138939,C145395,Male,46,Food & Beverage,2,10.46,Credit Card,23/06/2022,Mall of Istanbul
I294132,C159277,Female,52,Cosmetics,2,81.32,Credit Card,27/02/2023,Emaar Square Mall
I108033,C214803,Female,33,Shoes,4,2400.68,Cash,12/1/2022,Kanyon
I217240,C973184,Male,33,Clothing,3,900.24,Cash,16/01/2023,Kanyon
I712922,C984281,Female,44,Cosmetics,4,162.64,Debit Card,25/03/2021,Cevahir AVM
I207306,C121320,Male,63,Clothing,4,1200.32,Credit Card,4/1/2022,Metrocity
I402566,C400939,Male,38,Toys,1,35.84,Cash,27/12/2022,Emaar Square Mall
I662296,C261326,Female,38,Cosmetics,2,81.32,Cash,2/7/2022,Zorlu Center
I239015,C188405,Female,25,Clothing,3,900.24,Cash,5/8/2021,Kanyon
I298911,C230250,Male,32,Souvenir,5,58.65,Cash,16/07/2022,Kanyon
I311297,C645542,Male,26,Souvenir,5,58.65,Debit Card,21/08/2021,Kanyon
I660088,C328779,Female,36,Cosmetics,3,121.98,Credit Card,28/03/2022,Kanyon
I573160,C233365,Female,22,Clothing,3,900.24,Debit Card,7/7/2022,Istinye Park
I275436,C332465,Female,27,Cosmetics,2,81.32,Credit Card,2/3/2021,Mall of Istanbul
I222611,C244539,Female,26,Books,5,75.75,Debit Card,21/02/2023,Forum Istanbul
I374756,C277062,Female,60,Cosmetics,4,162.64,Debit Card,28/08/2022,Forum Istanbul
I273183,C399409,Male,37,Food & Beverage,3,15.69,Credit Card,13/04/2022,Istinye Park
I306344,C338739,Female,52,Clothing,3,900.24,Debit Card,23/02/2023,Istinye Park
I244263,C739777,Female,44,Clothing,3,900.24,Credit Card,10/7/2021,Metrocity
I804410,C581307,Female,36,Food & Beverage,2,10.46,Debit Card,27/09/2022,Metropol AVM
I253407,C338794,Female,63,Souvenir,3,35.19,Cash,8/5/2021,Forum Istanbul
I411551,C260192,Male,59,Food & Beverage,2,10.46,Cash,21/08/2022,Viaport Outlet
I175271,C234233,Male,55,Clothing,4,1200.32,Cash,9/11/2021,Mall of Istanbul
I246876,C972711,Female,35,Toys,4,143.36,Debit Card,28/06/2021,Metrocity
I265649,C176820,Female,53,Souvenir,5,58.65,Cash,23/05/2022,Mall of Istanbul
I654362,C288138,Female,65,Clothing,5,1500.4,Debit Card,9/12/2021,Metrocity
I117787,C403180,Female,48,Clothing,2,600.16,Cash,19/01/2023,Istinye Park
I332761,C289661,Male,66,Cosmetics,2,81.32,Debit Card,8/11/2022,Mall of Istanbul
I249076,C301770,Female,68,Books,4,60.6,Credit Card,20/02/2021,Metrocity
I260022,C266471,Female,44,Shoes,1,600.17,Debit Card,9/1/2023,Viaport Outlet
I659842,C106987,Male,61,Cosmetics,3,121.98,Credit Card,25/01/2021,Metropol AVM
I118559,C686961,Female,67,Toys,5,179.2,Debit Card,2/2/2023,Mall of Istanbul
I405095,C137043,Female,19,Clothing,5,1500.4,Credit Card,16/06/2022,Forum Istanbul
I118848,C181213,Female,59,Clothing,5,1500.4,Credit Card,8/6/2021,Metropol AVM
I257776,C226890,Female,20,Books,2,30.3,Debit Card,30/05/2022,Viaport Outlet
I729794,C586343,Female,45,Food & Beverage,4,20.92,Debit Card,15/09/2021,Mall of Istanbul
I987343,C352247,Female,48,Technology,3,3150,Credit Card,29/11/2022,Kanyon
I204724,C257126,Male,42,Souvenir,3,35.19,Cash,16/02/2021,Istinye Park
I332308,C319526,Female,31,Toys,2,71.68,Cash,22/11/2021,Metropol AVM
I841688,C621001,Male,20,Clothing,5,1500.4,Cash,20/10/2021,Metrocity
I291683,C822613,Female,54,Clothing,4,1200.32,Cash,14/01/2022,Kanyon
I158614,C215156,Female,45,Food & Beverage,4,20.92,Debit Card,19/10/2022,Kanyon
I377394,C292762,Female,61,Toys,1,35.84,Cash,7/6/2021,Mall of Istanbul
I272410,C358775,Female,34,Food & Beverage,4,20.92,Credit Card,21/11/2022,Mall of Istanbul
I310316,C233284,Female,22,Technology,5,5250,Credit Card,8/7/2021,Kanyon
I303561,C352059,Female,50,Clothing,1,300.08,Cash,26/02/2023,Zorlu Center
I655661,C246079,Female,28,Cosmetics,4,162.64,Credit Card,9/8/2021,Istinye Park
I311705,C275768,Male,66,Clothing,2,600.16,Cash,26/10/2021,Mall of Istanbul
I225960,C972907,Male,69,Souvenir,5,58.65,Credit Card,20/06/2022,Emaar Square Mall
I991318,C407855,Male,24,Food & Beverage,5,26.15,Credit Card,15/07/2022,Cevahir AVM
I165747,C320396,Female,55,Shoes,5,3000.85,Credit Card,20/02/2021,Metropol AVM
I147908,C672614,Female,48,Food & Beverage,4,20.92,Debit Card,6/12/2022,Forum Istanbul
I172491,C391822,Male,46,Cosmetics,2,81.32,Debit Card,23/10/2022,Istinye Park
I774191,C902332,Male,56,Food & Beverage,4,20.92,Cash,29/04/2022,Zorlu Center
I210964,C202404,Male,69,Clothing,4,1200.32,Credit Card,13/01/2022,Forum Istanbul
I595805,C260254,Male,26,Books,4,60.6,Cash,28/05/2021,Mall of Istanbul
I121607,C325703,Female,48,Souvenir,1,11.73,Cash,5/3/2021,Metrocity
I120233,C120539,Female,54,Toys,1,35.84,Debit Card,6/12/2022,Metropol AVM
I104726,C288417,Female,44,Toys,2,71.68,Debit Card,25/08/2022,Forum Istanbul
I154358,C658284,Male,37,Clothing,5,1500.4,Cash,20/01/2023,Mall of Istanbul
I605909,C335149,Male,45,Food & Beverage,3,15.69,Debit Card,4/5/2022,Metrocity
I289766,C391245,Male,46,Clothing,4,1200.32,Cash,27/03/2022,Mall of Istanbul
I168230,C204874,Female,25,Food & Beverage,5,26.15,Cash,11/9/2022,Mall of Istanbul
I107465,C274028,Female,51,Shoes,1,600.17,Cash,1/8/2021,Kanyon
I243062,C108387,Female,41,Food & Beverage,3,15.69,Cash,6/1/2022,Istinye Park
I194991,C150064,Male,67,Technology,2,2100,Cash,19/08/2021,Forum Istanbul
I313004,C976607,Female,34,Cosmetics,5,203.3,Cash,26/10/2022,Zorlu Center
I244231,C277575,Male,29,Shoes,1,600.17,Credit Card,5/8/2021,Metrocity
I323510,C215288,Male,50,Clothing,4,1200.32,Credit Card,31/01/2022,Metrocity
I606277,C287732,Female,66,Clothing,3,900.24,Credit Card,18/03/2021,Istinye Park
I407694,C476693,Female,45,Clothing,1,300.08,Cash,7/3/2022,Metrocity
I211220,C174252,Female,18,Clothing,2,600.16,Cash,4/12/2022,Metrocity
I166644,C139250,Female,32,Clothing,4,1200.32,Debit Card,4/7/2021,Kanyon
I402114,C887486,Male,23,Clothing,5,1500.4,Debit Card,17/01/2023,Metropol AVM
I786028,C860803,Male,37,Clothing,5,1500.4,Debit Card,17/12/2022,Metropol AVM
I316642,C141905,Female,20,Clothing,2,600.16,Cash,28/05/2021,Viaport Outlet
I153945,C211103,Female,41,Food & Beverage,1,5.23,Debit Card,24/10/2022,Cevahir AVM
I441114,C109370,Female,59,Food & Beverage,5,26.15,Credit Card,26/01/2023,Metropol AVM
I546564,C721284,Female,21,Cosmetics,1,40.66,Cash,9/12/2021,Emaar Square Mall
I291121,C148900,Male,19,Food & Beverage,5,26.15,Credit Card,24/08/2022,Kanyon
I659309,C184802,Male,45,Clothing,1,300.08,Credit Card,18/07/2021,Zorlu Center
I881190,C330693,Female,52,Clothing,3,900.24,Cash,9/5/2021,Metropol AVM
I107808,C998085,Female,66,Books,4,60.6,Credit Card,4/9/2022,Mall of Istanbul
I635584,C292351,Female,38,Souvenir,3,35.19,Cash,3/6/2022,Mall of Istanbul
I427392,C938729,Male,39,Toys,2,71.68,Debit Card,20/03/2022,Metropol AVM
I146058,C294896,Female,67,Food & Beverage,3,15.69,Debit Card,10/8/2022,Mall of Istanbul
I141581,C963847,Male,48,Clothing,2,600.16,Credit Card,23/01/2022,Zorlu Center
I158851,C337945,Female,31,Cosmetics,5,203.3,Credit Card,11/5/2022,Mall of Istanbul
I200041,C153378,Female,34,Toys,4,143.36,Credit Card,16/02/2021,Metrocity
I244544,C192167,Male,31,Clothing,4,1200.32,Cash,17/02/2021,Mall of Istanbul
I251956,C570743,Female,42,Technology,1,1050,Cash,27/07/2021,Mall of Istanbul
I172037,C256346,Male,21,Clothing,3,900.24,Cash,4/6/2022,Metrocity
I765694,C339177,Female,31,Cosmetics,1,40.66,Credit Card,21/01/2021,Kanyon
I239505,C156111,Male,24,Toys,3,107.52,Debit Card,4/4/2021,Forum Istanbul
I452913,C652859,Female,53,Food & Beverage,2,10.46,Cash,20/06/2021,Istinye Park
I195006,C287741,Female,53,Shoes,3,1800.51,Debit Card,6/3/2022,Mall of Istanbul
I848771,C269504,Female,55,Clothing,1,300.08,Cash,28/07/2021,Emaar Square Mall
I212534,C245574,Male,35,Souvenir,4,46.92,Cash,2/9/2021,Cevahir AVM
I658545,C179157,Male,38,Clothing,3,900.24,Cash,5/5/2021,Kanyon
I836607,C196083,Female,18,Cosmetics,3,121.98,Cash,26/04/2022,Metrocity
I415930,C259720,Female,33,Food & Beverage,5,26.15,Credit Card,22/06/2021,Mall of Istanbul
I182171,C211674,Female,60,Clothing,4,1200.32,Cash,21/03/2022,Istinye Park
I983242,C199883,Male,24,Toys,1,35.84,Cash,22/08/2021,Kanyon
I254709,C214113,Male,51,Clothing,3,900.24,Cash,29/10/2021,Metrocity
I231566,C769571,Female,22,Food & Beverage,2,10.46,Credit Card,18/01/2023,Cevahir AVM
I321634,C758190,Male,45,Clothing,4,1200.32,Cash,23/08/2021,Kanyon
I301609,C200041,Female,22,Clothing,5,1500.4,Debit Card,21/02/2022,Cevahir AVM
I485064,C111129,Female,38,Clothing,3,900.24,Cash,21/07/2021,Mall of Istanbul
I107123,C416352,Male,20,Clothing,4,1200.32,Cash,10/9/2021,Kanyon
I209463,C108468,Female,67,Cosmetics,2,81.32,Debit Card,27/04/2021,Zorlu Center
I204388,C712080,Male,24,Cosmetics,5,203.3,Credit Card,17/02/2022,Mall of Istanbul
I171840,C234307,Male,61,Souvenir,1,11.73,Cash,12/8/2021,Metrocity
I322542,C133613,Female,56,Clothing,4,1200.32,Cash,22/11/2021,Istinye Park
I501807,C126975,Male,31,Souvenir,5,58.65,Cash,2/2/2021,Cevahir AVM
I137968,C994118,Male,47,Technology,3,3150,Credit Card,24/01/2022,Forum Istanbul
I186295,C732938,Male,64,Clothing,2,600.16,Cash,18/01/2023,Kanyon
I312584,C858667,Male,66,Cosmetics,5,203.3,Debit Card,8/2/2022,Metrocity
I113196,C786803,Female,26,Clothing,2,600.16,Cash,6/1/2021,Metropol AVM
I298126,C909839,Female,29,Cosmetics,5,203.3,Credit Card,20/03/2021,Istinye Park
I191070,C275286,Male,49,Clothing,2,600.16,Credit Card,17/01/2022,Metrocity
I268557,C240648,Male,40,Clothing,1,300.08,Debit Card,28/02/2021,Metrocity
I286331,C188506,Female,32,Toys,1,35.84,Credit Card,14/01/2023,Kanyon
I290918,C171198,Female,27,Books,1,15.15,Cash,13/08/2022,Metropol AVM
I233174,C165518,Male,31,Technology,2,2100,Debit Card,2/2/2023,Zorlu Center
I299496,C296891,Male,53,Cosmetics,1,40.66,Credit Card,31/12/2021,Metrocity
I258093,C885025,Male,69,Shoes,2,1200.34,Debit Card,22/07/2021,Emaar Square Mall
I576746,C158718,Female,67,Technology,1,1050,Debit Card,28/05/2022,Kanyon
I546033,C296067,Female,31,Clothing,4,1200.32,Debit Card,27/02/2023,Kanyon
I139674,C190132,Female,33,Cosmetics,3,121.98,Credit Card,12/2/2022,Istinye Park
I213008,C259236,Female,28,Cosmetics,1,40.66,Debit Card,28/10/2021,Forum Istanbul
I460487,C316653,Female,33,Toys,4,143.36,Credit Card,29/12/2021,Mall of Istanbul
I589991,C143009,Female,57,Clothing,5,1500.4,Debit Card,11/9/2021,Metrocity
I322980,C397565,Female,62,Cosmetics,2,81.32,Cash,4/5/2022,Kanyon
I278100,C230724,Male,37,Cosmetics,1,40.66,Debit Card,12/3/2022,Mall of Istanbul
I583178,C316894,Female,35,Clothing,1,300.08,Debit Card,23/05/2022,Mall of Istanbul
I150744,C929283,Female,24,Shoes,1,600.17,Cash,2/6/2021,Istinye Park
I131948,C157915,Male,49,Clothing,2,600.16,Cash,7/10/2021,Kanyon
I281590,C795733,Male,48,Clothing,3,900.24,Credit Card,15/05/2021,Kanyon
I733525,C516826,Female,31,Clothing,2,600.16,Cash,9/2/2022,Mall of Istanbul
I756969,C308203,Female,51,Toys,4,143.36,Debit Card,13/02/2022,Metrocity
I248341,C290201,Male,42,Food & Beverage,5,26.15,Cash,23/01/2021,Mall of Istanbul
I204001,C246325,Female,26,Books,4,60.6,Cash,29/11/2022,Kanyon
I127003,C199626,Female,20,Shoes,1,600.17,Credit Card,11/4/2022,Kanyon
I261743,C190000,Female,38,Books,5,75.75,Credit Card,31/10/2022,Viaport Outlet
I258900,C149683,Male,37,Clothing,5,1500.4,Credit Card,18/08/2021,Metrocity
I887160,C642146,Female,39,Shoes,3,1800.51,Cash,16/05/2022,Cevahir AVM
I971648,C460811,Male,21,Books,2,30.3,Cash,26/09/2022,Metrocity
I210829,C226534,Female,20,Toys,5,179.2,Cash,2/11/2021,Metropol AVM
I388254,C299739,Female,20,Toys,1,35.84,Cash,22/11/2021,Mall of Istanbul
I204718,C200621,Female,61,Clothing,3,900.24,Debit Card,23/01/2021,Metropol AVM
I819076,C628277,Female,54,Cosmetics,2,81.32,Credit Card,18/07/2021,Istinye Park
I273527,C802556,Male,57,Clothing,1,300.08,Cash,3/8/2021,Cevahir AVM
I313189,C402588,Male,65,Cosmetics,5,203.3,Credit Card,22/01/2021,Zorlu Center
I231011,C100175,Male,22,Shoes,4,2400.68,Credit Card,10/10/2021,Cevahir AVM
I246323,C120372,Female,38,Souvenir,5,58.65,Credit Card,22/01/2022,Emaar Square Mall
I692335,C347776,Male,21,Souvenir,2,23.46,Debit Card,18/02/2022,Mall of Istanbul
I337039,C985699,Male,31,Shoes,1,600.17,Credit Card,28/10/2021,Mall of Istanbul
I103882,C230616,Female,30,Clothing,1,300.08,Debit Card,30/06/2022,Istinye Park
I147849,C191265,Female,54,Shoes,2,1200.34,Cash,6/3/2023,Forum Istanbul
I340270,C306907,Male,63,Clothing,4,1200.32,Debit Card,14/12/2021,Metrocity
I314012,C116457,Female,46,Clothing,5,1500.4,Debit Card,9/1/2023,Metropol AVM
I183486,C425517,Male,33,Cosmetics,2,81.32,Credit Card,6/4/2022,Istinye Park
